"NOME_URNA_CANDIDATO","CODIGO_CARGO","SIGLA_UE","NUMERO_CANDIDATO","NUM_TURNO","ANO_ELEICAO"
"QUICK",11,"90646",25,1,2020
"ORLANDINI",11,"61280",17,1,2020
"PRO SHEILA",11,"37354",13,1,2020
"PROF LUCAS DIMARCO",11,"64513",10,1,2020
"NENEM IGAPO",11,"02232",25,1,2020
"MAURO INACIO",11,"69698",50,1,2020
"IZAQUE CALDEIRA",11,"72230",23,1,2020
"ARQUITETO DAVID",11,"63770",20,1,2020
"NENEM",11,"39411",11,1,2020
"ISAC PT",11,"30058",13,1,2020
"CREUSA",11,"09571",17,1,2020
"DR NAERTON MOURA",11,"12513",11,1,2020
"AMARILDO PAULINO",11,"05711",15,1,2020
"ARNALDINHO BORGO",11,"57037",19,1,2020
"DODO",11,"71838",36,1,2020
"HERTZ DIAS",11,"09210",16,1,2020
"INES COELHO",11,"91634",25,1,2020
"DANILO JOALDO",11,"31593",25,1,2020
"JOSMAIL RODRIGUES",11,"90433",40,1,2020
"DR AFFONSO",11,"69795",20,1,2020
"FABIO GENTIL",11,"07579",10,1,2020
"CIRLENE PT",11,"93459",13,1,2020
"GESSE",11,"56294",27,1,2020
"MUNIR",11,"91030",15,1,2020
"VERUSKA LUCENA",11,"16217",23,1,2020
"TEMIS",11,"96636",55,1,2020
"LEANDRO BORTOLAZZI",11,"98035",15,1,2020
"BRUNO FLORENTINO",11,"09636",20,1,2020
"PEDRO GOUVEA",11,"71218",15,1,2020
"DANIEL CASTRO",11,"08451",22,1,2020
"ZE FARIAS",11,"07390",12,1,2020
"CHICO ARAUJO",11,"16691",40,1,2020
"CHICO BALA",11,"34592",36,1,2020
"JOAO BRUNO",11,"98175",55,1,2020
"GEORGE",11,"17558",77,1,2020
"PAULAO VARZINHAS",11,"31712",25,1,2020
"ESACHEU NASCIMENTO",11,"90514",11,1,2020
"MIILLER NEVES",11,"92860",25,1,2020
"JANINHO PACHECO",11,"93971",19,1,2020
"PEIXOTO",11,"93971",51,1,2020
"DANILO ZINETTI",11,"67172",55,1,2020
"VALBER VARGAS VALBINHO",11,"56332",40,1,2020
"WANDERSON ROCHA",11,"41238",16,1,2020
"EDMILSON CARVALHO",11,"08540",14,1,2020
"CARLOS SCALASSARA",11,"76678",13,1,2020
"LOUZ",11,"73245",55,1,2020
"PROFESSORA RAQUEL PT",11,"91030",13,1,2020
"DENNIS GUERRA",11,"63118",10,1,2020
"MARLENILTON",11,"95354",25,1,2020
"FERNANDO KRELLING",11,"81795",15,1,2020
"ALEMAO ROQUE",11,"98779",40,1,2020
"PAULO LIMEIRA",11,"11673",77,1,2020
"DIEGO GOULART",11,"83674",17,1,2020
"PROFESSOR FERDINAND",11,"39659",50,1,2020
"MARCO AURELIO",11,"90492",19,1,2020
"KARYNE RODRIGAO",11,"12360",11,1,2020
"PAULO REMAP",11,"00396",25,1,2020
"ANTONIO CARLOS RESENDE",11,"07293",14,1,2020
"DELEGADO F LARA",11,"78255",19,1,2020
"JUCA",11,"31712",15,1,2020
"DANIEL GALDINO",11,"21270",11,1,2020
"LUIZINHO",11,"95532",20,1,2020
"COLBERT MARTINS",11,"35157",15,1,2020
"PROFESSOR JANIO PJ",11,"07617",50,1,2020
"PROFESSORA NILZA",11,"93815",77,1,2020
"REINAN LOURINHO",11,"33804",55,1,2020
"PROFESSORA ANTONIA MARIA",11,"12211",50,1,2020
"SAVIO GURGEL",11,"15377",12,1,2020
"JOTA JEO",11,"27073",19,1,2020
"DIVINO LEMES",11,"92703",19,1,2020
"RODRIGO PAIVA",11,"41238",30,1,2020
"RUBENS JUNIOR",11,"09210",65,1,2020
"JAILTON",11,"27111",27,1,2020
"DR CASSIO",11,"16896",15,1,2020
"WELLINGTON SILVEIRA",11,"43710",22,1,2020
"GERLANE",11,"03018",11,1,2020
"WASHINGTON VASCONCELOS",11,"96830",55,1,2020
"SALDANHA ROSARIO",11,"08915",40,1,2020
"PROF ANTONIO",11,"80810",50,1,2020
"RENATO DONATO",11,"67237",40,1,2020
"IRMA LILA",11,"16438",45,1,2020
"DR ATHILA",11,"03085",55,1,2020
"JOSAN LEITE",11,"27855",51,1,2020
"MEDEIROS",11,"03131",55,1,2020
"JOSE RAIMUNDO DELGADO",11,"51551",43,1,2020
"VILSON ANDRADE",11,"07854",65,1,2020
"FERNANDINHO",11,"61263",28,1,2020
"CORONEL BIANCHINI",11,"50911",70,1,2020
"ODAIR ODELIO",11,"92673",25,1,2020
"PROFESSOR IRINEU",11,"43710",17,1,2020
"LUCIANO FARMACIA",11,"33812",40,1,2020
"GEOVANE GODOI",11,"81060",22,1,2020
"DR CRISTIANO",11,"10537",15,1,2020
"JACKSON",11,"12106",11,1,2020
"JOSA",11,"08346",10,1,2020
"CAROLINA ANGELELLI",11,"68756",12,1,2020
"GUSTAVO MENDANHA",11,"92274",15,1,2020
"JEFERSON BEZERRA",11,"90735",33,1,2020
"RAIMUNDO ANTONIO",11,"08060",22,1,2020
"DIEGO LIBARDI",11,"56235",25,1,2020
"LUCIO MARCHI",11,"79278",11,1,2020
"EMILIO VASCONCELOS",11,"53430",40,1,2020
"DEVA PESSOA",11,"26174",55,1,2020
"ADRIANO SARNEY",11,"09210",43,1,2020
"OLIVIA",11,"38490",65,1,2020
"MAURO VIEIRA",11,"33294",22,1,2020
"LUIS OLIVEIRA",11,"16039",20,1,2020
"LERIN",11,"54011",12,1,2020
"CAPITAO ASSUMCAO",11,"57053",51,1,2020
"SOCORRINHA",11,"04995",15,1,2020
"MANOELINO CORDEIRO",11,"66710",27,1,2020
"MAGLEANO",11,"04120",12,1,2020
"ESPETO",11,"00256",25,1,2020
"DR EMANO",11,"08290",12,1,2020
"WESLEY JESUS",11,"48950",25,1,2020
"PEDRO COELHO",11,"04472",23,1,2020
"DR RODRIGO",11,"07714",45,1,2020
"JOSE OTACILIO",11,"92240",23,1,2020
"TIAGO FRIOSI",11,"91413",55,1,2020
"MADEIRA",11,"08036",45,1,2020
"JADSON MENDES",11,"17914",45,1,2020
"JOSE ERALDO",11,"38865",13,1,2020
"CARLOS ARNALDO",11,"70971",12,1,2020
"LYRA FEDERAL",11,"57010",15,1,2020
"OZIEL",11,"34134",12,1,2020
"ZELITO",11,"39071",77,1,2020
"CLEDJA",11,"10375",45,1,2020
"DANILO VASCONCELOS",11,"33812",22,1,2020
"ESTEVINHO",11,"08192",14,1,2020
"MOZART COELHO",11,"45535",77,1,2020
"ALEX SANTANA",11,"78255",55,1,2020
"EDVAN ABREU",11,"13471",13,1,2020
"CAPITAO CICERO JACINTO",11,"93610",28,1,2020
"DR RUGGERO FILIPE",11,"08877",51,1,2020
"PAULO BASSAN",11,"70971",28,1,2020
"DR BENJAMIM",11,"09610",25,1,2020
"ANGELO SANTANA",11,"38890",10,1,2020
"PROFESSOR CRISTIANO",11,"33219",15,1,2020
"LIVIA CARLA",11,"27090",14,1,2020
"DR PEDRO ABREU",11,"04472",35,1,2020
"IRANEIDE REBOUCAS",11,"16217",45,1,2020
"DINHO",11,"33553",43,1,2020
"PADRE WEBER",11,"95737",55,1,2020
"ANA POLI",11,"61778",22,1,2020
"MARCO AURELIO",11,"08036",65,1,2020
"DRA JESUS",11,"07870",51,1,2020
"CLAUDIO JATOBA",11,"69051",51,1,2020
"MIUDA",11,"18457",13,1,2020
"OSMAR DONIZETE SILVA",11,"72338",11,1,2020
"JULIO AMARAL",11,"05851",17,1,2020
"TIZIU JIDALIAS",11,"00078",77,1,2020
"SANDRO RICARDO",11,"08036",21,1,2020
"LUIZ MAURICIO",11,"68535",45,1,2020
"LUISA BARRETO",11,"41238",45,1,2020
"CLAUDINA",11,"11576",65,1,2020
"MARINES BEM TOMAZ",11,"21270",17,1,2020
"DOMINGOS SAVIO",11,"90352",28,1,2020
"GLEDSON BEZERRA",11,"14478",19,1,2020
"RAIMUNDO PIMENTEL",11,"23213",17,1,2020
"EVERARDO CAIRES",11,"37737",10,1,2020
"EDUARDO ZIMMERMANN",11,"81795",36,1,2020
"RUBENS MOREIRA",11,"74322",22,1,2020
"PASTOR DANIEL",11,"90999",10,1,2020
"PROFESSOR EDERSON",11,"80896",16,1,2020
"DRA NADEGI",11,"26298",10,1,2020
"OSMAR FICK",11,"66354",50,1,2020
"ROMILSON FILHO",11,"39659",11,1,2020
"PADRE INALDO",11,"31950",11,1,2020
"ZELANDYO MONTE HOREBE",11,"25054",55,1,2020
"DR AZIZ",11,"65099",20,1,2020
"XOXA",11,"39837",25,1,2020
"ZE RAIMUNDO",11,"35955",15,1,2020
"DR NATEL",11,"80470",12,1,2020
"PAULO ANTONIO",11,"92134",25,1,2020
"PAULA RAVANELLI",11,"63711",13,1,2020
"SANDRA JAQUELINE",11,"16144",15,1,2020
"REGINALDO",11,"39845",25,1,2020
"PAULO LEMOS",11,"06050",50,1,2020
"DR JOEL",11,"09490",45,1,2020
"CARLOS VON",11,"56472",70,1,2020
"PEDRO LAURENTINO",11,"12190",80,1,2020
"PAULO DUARTE",11,"90638",15,1,2020
"BEREBO",11,"08753",35,1,2020
"VANDERLEI CASA BELA",11,"00337",43,1,2020
"ANTONIO PIRES",11,"07650",22,1,2020
"DR DEUSDETE",11,"09610",15,1,2020
"PERICLES",11,"74357",70,1,2020
"AFRANIO MARQUES",11,"90174",45,1,2020
"NEGAO",11,"31275",20,1,2020
"PATRICIA MELO",11,"54011",13,1,2020
"MARIANA LIRA",11,"07340",50,1,2020
"DR BIRACY CAMARGO",11,"94315",18,1,2020
"KIM",11,"62197",90,1,2020
"ZIANE COSTA",11,"27472",15,1,2020
"DOUTOR LUIS ANTONIO",11,"95192",13,1,2020
"MOISES BARBOSA",11,"10472",55,1,2020
"CLAUDIO XIMENES",11,"90956",17,1,2020
"ADRIENE HAGE",11,"05193",55,1,2020
"EDSON MARQUIORI",11,"56774",40,1,2020
"VALDIR FLORENCIO",11,"12513",77,1,2020
"ALLAN BITAR",11,"04154",23,1,2020
"ANA CLEIA",11,"35599",55,1,2020
"LEONARDO GRANZOTTO",11,"80810",51,1,2020
"JANSSEN MOTOS",11,"17418",19,1,2020
"JOAO BATISTA",11,"11134",27,1,2020
"FERNANDO TEIXEIRA",11,"16691",45,1,2020
"GUERINO ZANON",11,"56634",15,1,2020
"SALVADOR",11,"76856",51,1,2020
"KLEBER SACOLAO",11,"95532",55,1,2020
"PEPE",11,"14672",90,1,2020
"CORONEL ROCHA",11,"32336",23,1,2020
"FAUSTAO",11,"57010",12,1,2020
"ZEZINHO",11,"74047",22,1,2020
"ZECA CAVALCANTI",11,"23230",14,1,2020
"RODRIGO JUNQUEIRA",11,"69698",17,1,2020
"MANOEL LIMA",11,"32115",14,1,2020
"SILVIO VIDAL",11,"93327",23,1,2020
"FALCAO",11,"05835",77,1,2020
"WENDELL BEZERRIL",11,"17957",17,1,2020
"FANUEL",11,"11630",55,1,2020
"JANIO NUNES",11,"46337",50,1,2020
"KEDMA",11,"93025",13,1,2020
"RENATO GALVAO",11,"16810",10,1,2020
"RUBENS FURLAN",11,"62138",45,1,2020
"PROFESSOR MOCELLIN",11,"75353",43,1,2020
"DR ELOISIO",11,"50350",40,1,2020
"ELIEZER NARDOTO",11,"56979",28,1,2020
"DR LINO",11,"38636",13,1,2020
"TIAGO DIAS",11,"38750",40,1,2020
"NELIO AGUIAR",11,"05355",25,1,2020
"OLIVEIRA",11,"90255",14,1,2020
"MAGUITO VILELA",11,"93734",15,1,2020
"SEBASTIAO NETO",11,"91650",77,1,2020
"RICARDO RIGATO",11,"69337",15,1,2020
"ORLANDO",11,"81051",30,1,2020
"DICO",11,"00779",77,1,2020
"HUGO DELEON",11,"96237",23,1,2020
"DR OSVALDO",11,"95710",15,1,2020
"EXPEDITO JUNIOR",11,"07234",77,1,2020
"DIRCE JAILSON",11,"08192",12,1,2020
"CLAUDINEY",11,"08419",55,1,2020
"HENRIQUE CESAR",11,"10057",55,1,2020
"DON",11,"02410",45,1,2020
"VALDECI FILHO",11,"22250",28,1,2020
"DAIANE",11,"38318",65,1,2020
"DOMINGOS ENFERMEIRO",11,"04308",77,1,2020
"ANTONIO GOMIDE",11,"92215",13,1,2020
"PADRE WALDEMILSON",11,"40312",40,1,2020
"DIEGO OLIVEIRA",11,"49573",17,1,2020
"RUY CARNEIRO",11,"20516",45,1,2020
"JOSIEL",11,"06050",25,1,2020
"DR ANTONIO",11,"96253",25,1,2020
"PAULO FALCAO",11,"33219",10,1,2020
"ALUIZIO MELO",11,"08036",50,1,2020
"MATIOLO",11,"81639",13,1,2020
"DHONES ALMEIDA",11,"33472",13,1,2020
"JOSE APARECIDO MANO",11,"90620",22,1,2020
"MONICA ALVES",11,"57037",50,1,2020
"FAYDA BELO",11,"56235",11,1,2020
"JOAO CAVALCANTE",11,"91880",19,1,2020
"CARLA REDANO",11,"00078",51,1,2020
"PROFESSORA ALDENIR CARDOSO",11,"69795",50,1,2020
"FLAVIO CHICO GRANJA",11,"27510",20,1,2020
"DALTRO FIUZA",11,"91570",15,1,2020
"BOCA ABERTA",11,"76678",90,1,2020
"PROFESSOR PAULO",11,"79650",14,1,2020
"DR AGUINALDO",11,"00647",12,1,2020
"JADSON ALBANO",11,"34592",11,1,2020
"CARLOS RIBEIRO",11,"09512",36,1,2020
"MARCO RILLO",11,"70971",50,1,2020
"GLAUBER SILVA",11,"11592",12,1,2020
"SARGENTO ADONIS",11,"01074",17,1,2020
"ANDREA COLONIA",11,"08168",55,1,2020
"CLARICE",11,"91880",15,1,2020
"ANDRE MAZON",11,"67172",14,1,2020
"FILIPE CARIELO",11,"42870",55,1,2020
"GEOVALDO MIRANDA",11,"30058",51,1,2020
"CAPITAO MOREIRA",11,"36692",70,1,2020
"PROFESSORA MARIA HELENA",11,"44458",13,1,2020
"HENRIQUE VILELA",11,"28479",15,1,2020
"DIEGO SORGATTO",11,"94455",25,1,2020
"NAMY CHEQUER",11,"57053",65,1,2020
"PASCOAL CEDRAZ",11,"07153",17,1,2020
"CLEBAO",11,"02097",77,1,2020
"GILMAR PEREIRA",11,"08656",23,1,2020
"DR HELIO",11,"62910",12,1,2020
"MARCELO BONIN",11,"65099",36,1,2020
"PROFESSOR LUKAS",11,"94455",50,1,2020
"ZEZINHO VIEIRA",11,"93793",11,1,2020
"LUIZ DELVAIR",11,"88013",29,1,2020
"MAO SANTA",11,"11533",25,1,2020
"ERICA REVIL",11,"08176",25,1,2020
"CRISTIANO QUINTINO",11,"95710",70,1,2020
"ALDY JUNIOR",11,"07617",25,1,2020
"JEANE MOURA",11,"28916",15,1,2020
"TURICA",11,"14630",17,1,2020
"JANSEN PENHA",11,"07234",27,1,2020
"NETTO DONATO",11,"70793",45,1,2020
"LUCIANO FARIAS",11,"02259",90,1,2020
"AMADEU PELOSO",11,"40312",12,1,2020
"JORGE ESCRITORIO",11,"93572",11,1,2020
"EDUARDO BRAIDE",11,"09210",19,1,2020
"LINDENBERG BRAGA",11,"09571",55,1,2020
"CRISTIANO CUNHA",11,"93734",43,1,2020
"GILBERTO LOPES FILHO",11,"90670",50,1,2020
"BEETHOVEN",11,"58190",45,1,2020
"ALAN AGRIPINO",11,"31097",20,1,2020
"SILVINHO",11,"33219",70,1,2020
"LUIZINHO BARROS",11,"09075",65,1,2020
"NATANAEL PAVAO",11,"08958",90,1,2020
"ALBERTO CASTRO",11,"30872",45,1,2020
"DR FABIO",11,"36030",13,1,2020
"DR CHIQUINHO",11,"10952",11,1,2020
"PAULINHO ARGAMAZON",11,"00132",10,1,2020
"LEONALDO PARANHOS",11,"74934",20,1,2020
"JUNIOR POSTO",11,"07706",12,1,2020
"FONTOURA",11,"83674",13,1,2020
"ELODILSON SABADINI",11,"56294",77,1,2020
"EURIDES",11,"35599",25,1,2020
"JUAREZ",11,"49573",13,1,2020
"THEOBALDO CINTRA",11,"27871",11,1,2020
"FABIO REIS",11,"31690",15,1,2020
"DR FERNANDO CARNEIRO",11,"94897",55,1,2020
"DR MURILLO",11,"34819",22,1,2020
"MILTINHO ALVES",11,"78255",90,1,2020
"BARBOSA",11,"94498",25,1,2020
"ELISEU DANIEL",11,"66397",45,1,2020
"LELIS",11,"41017",14,1,2020
"FABRICAO",11,"95613",28,1,2020
"HENRIQUE MUNIZ",11,"07773",15,1,2020
"OTON MARIO",11,"16977",50,1,2020
"HELTHON VAGNO",11,"00779",19,1,2020
"ALOIZIO PENIDO",11,"47333",36,1,2020
"INACINHO DENTISTA",11,"42870",14,1,2020
"DR ANTENOR",11,"75833",13,1,2020
"SARGENTO BUENO HERNANY",11,"93610",77,1,2020
"RICARDO DIAS",11,"73245",20,1,2020
"JUSSARA SALES",11,"16713",90,1,2020
"GIVANILDO COSTA",11,"32239",13,1,2020
"DRA KATTYA OLIVEIRA",11,"93327",17,1,2020
"JOAO PINGARILHO",11,"05355",20,1,2020
"PROFESSOR ANDERSON GUEIROS",11,"63118",50,1,2020
"ZE ANTONIO ANDRADE",11,"96830",14,1,2020
"TONINHO MARTINS",11,"50431",43,1,2020
"LEYNHA OLIVEIRA",11,"07234",17,1,2020
"MANUILSON ANDRADE",11,"27413",15,1,2020
"LEANDRO GUERREIRO",11,"70793",51,1,2020
"REINALDO MONTEIRO",11,"62138",90,1,2020
"DRA CLEDIANE",11,"90999",25,1,2020
"JULIANO ARNS",11,"81060",19,1,2020
"DOUTOR DALMO",11,"81795",17,1,2020
"RONALDO VENANCIO",11,"16519",45,1,2020
"KAYO AMADO",11,"71218",19,1,2020
"JUNIOR GURGEL",11,"16454",10,1,2020
"DR MUNIR",11,"62090",17,1,2020
"DR LOBATO",11,"08958",23,1,2020
"ZE LOURENCINI",11,"66893",45,1,2020
"JULIANA ARAUJO",11,"37354",22,1,2020
"OSORIO FILHO",11,"25151",40,1,2020
"SUZANO",11,"96970",15,1,2020
"LUCIANO MELO",11,"27138",25,1,2020
"MARCOS D AVILA",11,"56294",33,1,2020
"JAIR FERNANDES",11,"81051",29,1,2020
"ALINE VIEIRA",11,"13471",22,1,2020
"JONAS SINDICATO",11,"18333",77,1,2020
"ODON JUNIOR",11,"16616",13,1,2020
"ERLANIO XAVIER",11,"08010",12,1,2020
"MARCUCCI",11,"81795",10,1,2020
"JACKSON DANTAS",11,"18457",15,1,2020
"LUIS AMOVELAR FILHO",11,"07692",13,1,2020
"GENILSON MAIA",11,"18350",22,1,2020
"DEBORA ARENHART",11,"80470",23,1,2020
"VALMIR PEDRO",11,"96334",45,1,2020
"KALIL",11,"41238",55,1,2020
"DELEGADO HELIOMAR",11,"88773",25,1,2020
"ALEMAO",11,"04022",22,1,2020
"DR PAULO",11,"33839",70,1,2020
"JACKSON PEREIRA",11,"09636",28,1,2020
"REINALDO CANDIDO",11,"93793",23,1,2020
"TITICA",11,"16454",15,1,2020
"HILDON CHAVES",11,"00035",45,1,2020
"EDILSON",11,"42358",13,1,2020
"BENILDO GODOY",11,"28215",51,1,2020
"ZE RICARDO",11,"02550",13,1,2020
"JUVENIL ALMEIDA",11,"92541",40,1,2020
"WAGAO",11,"66354",55,1,2020
"NATAN",11,"04103",12,1,2020
"PABLO HONORATO NASCIMENTO",11,"20516",50,1,2020
"ZETE JANJAO",11,"31496",55,1,2020
"FRACISCO SULA ARAUJO",11,"93327",33,1,2020
"MARCIO MOTTA",11,"59099",55,1,2020
"DE CARVALHO JOIAS",11,"66397",14,1,2020
"DR MOTA",11,"07692",28,1,2020
"MARCOS OLIVEIRA",11,"56294",50,1,2020
"GEDALVA UMBAUBA",11,"32336",20,1,2020
"ROGERIO BUENO",11,"54135",40,1,2020
"EDER MARQUIS",11,"90255",11,1,2020
"GERALDO REQUIAO",11,"30872",55,1,2020
"CHICO PM",11,"23574",27,1,2020
"NEL",11,"20818",25,1,2020
"MARCELO STRAMA",11,"65439",40,1,2020
"AROLDIN",11,"10251",13,1,2020
"PINHA MOTOS",11,"31291",17,1,2020
"RANIERI",11,"75639",28,1,2020
"DELEGADO LESSA",11,"23817",11,1,2020
"MIGUEL DOUTOR MARCOS",11,"32115",55,1,2020
"FERNANDO FREITAS",11,"17612",65,1,2020
"LUIZAO",11,"91510",10,1,2020
"ANTONIO CARLOS",11,"71072",29,1,2020
"BOLOTA",11,"56715",40,1,2020
"NACOITAN LEITE",11,"93998",45,1,2020
"PAULO MARIANO",11,"35653",11,1,2020
"HOMERO MARCHESE",11,"76910",90,1,2020
"KALED",11,"61280",27,1,2020
"DR EDSON REZENDE",11,"41114",13,1,2020
"CORDELIA TORRES",11,"30058",25,1,2020
"GIOVANE WICKERT",11,"89559",40,1,2020
"ERNANI DANIEL",11,"85898",11,1,2020
"GENIVALDO LIEVORE",11,"56294",13,1,2020
"DALMO JUNIOR",11,"28355",40,1,2020
"EDUARDO BUENO",11,"64297",25,1,2020
"JARBAS ROSA",11,"89559",12,1,2020
"ROSEANE BORJA",11,"25712",15,1,2020
"NILTON ARANHA",11,"04103",28,1,2020
"FERNANDO CAVALCANTE",11,"28010",15,1,2020
"MARCUS MELO",11,"67130",45,1,2020
"JOSE ANTONIO",11,"91030",45,1,2020
"ADILSON SIMAO",11,"56111",13,1,2020
"MARCOS FARMACIA",11,"92967",15,1,2020
"ALFREDO MELO",11,"35971",43,1,2020
"JAIR LOPES",11,"04278",29,1,2020
"FERNANDO PINTO",11,"17612",30,1,2020
"SAVIO CARVALHO",11,"91952",12,1,2020
"KLEBER MARRA KGM",11,"92894",10,1,2020
"LEANDRO CARDOSO",11,"90700",40,1,2020
"ZE NETO",11,"35157",13,1,2020
"PAULO CEZAR ADVOGADO",11,"61280",36,1,2020
"EMANUELZINHO",11,"91677",14,1,2020
"REINALDINHO",11,"39713",15,1,2020
"MARIO ABRAHIM",11,"02410",20,1,2020
"MARIA JOSE",11,"25178",25,1,2020
"REVELINO ALMEIDA PRETINHO",11,"63770",25,1,2020
"DOUTOR CANDIDO HONORIO",11,"02259",43,1,2020
"PAULIN",11,"94897",36,1,2020
"FATIMA NUNES",11,"35130",55,1,2020
"PAULINHO",11,"18376",90,1,2020
"RODRIGO BORGES",11,"59099",10,1,2020
"ERASMO",11,"16853",65,1,2020
"JUNIOR MARTINS",11,"07579",20,1,2020
"NELSINHO METALURGICO",11,"85898",13,1,2020
"JOEL SENNA",11,"05851",12,1,2020
"HELIO COSTA",11,"17299",55,1,2020
"EDGAR CASTELO BRANCO",11,"10464",11,1,2020
"GERALDO FILHO",11,"27359",15,1,2020
"ZE CARLOS",11,"33430",55,1,2020
"FELIPE SALIBA",11,"43710",25,1,2020
"WEMERSON PROFESSORESSOR NOTA DEZ",11,"56774",18,1,2020
"LUCAS WILLIAN",11,"38270",65,1,2020
"IZAILTON SOUSA",11,"04863",55,1,2020
"JULIMAR BARBOSA",11,"12289",55,1,2020
"WESLEI PEREIRA",11,"58394",40,1,2020
"TALLES BARRETO",11,"93734",45,1,2020
"FABIANA GALVAO",11,"91413",15,1,2020
"RONIVALDO",11,"42358",10,1,2020
"JOEL LOBO",11,"02232",55,1,2020
"ASSIS",11,"08036",25,1,2020
"ITAIR MARTINS",11,"96792",25,1,2020
"GABRIEL VARJAO",11,"27472",14,1,2020
"MARCELO GOMES",11,"23817",40,1,2020
"KLEBER DITIKUN",11,"76236",13,1,2020
"JOAO CARLOS",11,"93459",55,1,2020
"ELIERCIO ARRUDA",11,"05193",23,1,2020
"MARCIO CABECA",11,"67237",10,1,2020
"BOLINHA FEDERAL",11,"17418",18,1,2020
"VAN SERRARIA",11,"17973",65,1,2020
"VITOR HUGO",11,"19658",25,1,2020
"JADER MARETOLI",11,"88412",10,1,2020
"PABLO",11,"96032",12,1,2020
"LUCAS CIDADE",11,"87858",45,1,2020
"PATRICK MEDEIROS",11,"92339",51,1,2020
"ALEX BATISTA",11,"93025",15,1,2020
"EDIMILSON",11,"33839",11,1,2020
"LUIZINHO",11,"94790",15,1,2020
"DRA ROSENI",11,"66893",33,1,2020
"ROGERIO LINS",11,"67890",19,1,2020
"DRA MYLENE",11,"04472",55,1,2020
"MANSAO",11,"90905",40,1,2020
"MARCIO MACEDO",11,"31054",13,1,2020
"GENILVA",11,"96750",10,1,2020
"SIDMAR",11,"61280",28,1,2020
"SEBASTIAO PESSOA",11,"43710",29,1,2020
"FABRICIO VIANA",11,"95214",55,1,2020
"SALOMAO",11,"14737",12,1,2020
"PEDRO ELIODORIO",11,"35971",80,1,2020
"GEOVANIO MACEDO",11,"50091",14,1,2020
"ANTONIO CARLOS",11,"31194",33,1,2020
"SERGIO FERRAO",11,"70793",10,1,2020
"DIRCEU BETTONI",11,"91847",45,1,2020
"JANE VASCONCELO",11,"09610",28,1,2020
"HILTON COELHO",11,"38490",50,1,2020
"TINA TONETI",11,"76295",13,1,2020
"CARLINHOS MATOS",11,"38270",25,1,2020
"DRA LUCIVANIA RODRIGUES",11,"03131",20,1,2020
"GERALDO BILA",11,"05932",15,1,2020
"MANU JACOB",11,"93734",50,1,2020
"ROBINSON AYRES",11,"46256",50,1,2020
"EDSON LUSTOSA",11,"95214",22,1,2020
"CARLOS KLEI",11,"08354",40,1,2020
"CELSO COELHO",11,"00396",15,1,2020
"FRANCISCO IRMAO",11,"34134",77,1,2020
"BIRICO",11,"16233",50,1,2020
"FABIO ABREU",11,"12190",22,1,2020
"MARCELO PAIVA",11,"92231",15,1,2020
"CESAR RESENDE",11,"32212",12,1,2020
"LAERTE DOURADO",11,"94358",11,1,2020
"PROF GERRA",11,"08001",65,1,2020
"CLAITON MANFRO",11,"86835",22,1,2020
"LEO CONTADOR",11,"93998",51,1,2020
"CAPITAO NASCIMENTO",11,"85898",20,1,2020
"JOAO ADRIANO COELHO",11,"95613",22,1,2020
"BRUNO NEVES",11,"73121",23,1,2020
"CHIARELLI",11,"69698",51,1,2020
"IRE JULIANI",11,"65099",14,1,2020
"JOAQUIM LAPA",11,"23795",14,1,2020
"GENERAL MARCO FELICIO",11,"47333",28,1,2020
"ODILON RIBEIRO",11,"90212",45,1,2020
"LUCIA LACERDA",11,"11614",14,1,2020
"ALISSON TAVEIRA",11,"18856",14,1,2020
"JOAO BOSCO",11,"42676",13,1,2020
"EDINALVA OLIVEIRA",11,"73431",13,1,2020
"JOSE AIRTON",11,"93572",25,1,2020
"DELEGADO FEDERAL HUMBERTO",11,"92215",55,1,2020
"CASAGRANDE",11,"75205",55,1,2020
"GARIBALDO NETO",11,"92770",20,1,2020
"ABRAAO",11,"14672",55,1,2020
"ZE POVO",11,"12238",20,1,2020
"JOCA",11,"18155",40,1,2020
"GLAUBERT ANDRADE",11,"08370",14,1,2020
"SIRLEY AZEVEDO",11,"93300",17,1,2020
"DAYVISON POSTO",11,"08354",10,1,2020
"ROSANA POLATTO",11,"62197",40,1,2020
"CLARA SUKITA",11,"31259",10,1,2020
"IRISMAR",11,"04839",22,1,2020
"WILSON SPINDOLA",11,"10430",45,1,2020
"HERNANDES VAZ",11,"05614",12,1,2020
"MACLA",11,"13714",55,1,2020
"VITOR POSTO",11,"38679",11,1,2020
"ROBERTO OLIVEIRA",11,"35238",13,1,2020
"KLEBER MONTEZUMA",11,"12190",45,1,2020
"VALTER COUTO",11,"24198",18,1,2020
"MANOEL CASA BRANCA",11,"05754",25,1,2020
"BELARMINO SILVA",11,"24570",70,1,2020
"ADILSON JUNIOR",11,"32336",55,1,2020
"CAPI",11,"06050",40,1,2020
"ENIVANDER",11,"42358",55,1,2020
"PAULO MAC DONALD",11,"75639",19,1,2020
"DR HELIO",11,"11533",22,1,2020
"CHICO OIRING",11,"71838",20,1,2020
"HEITOR FREIRE",11,"13897",17,1,2020
"PROFESSOR GERCEI",11,"85596",40,1,2020
"DR TOMAS",11,"77011",12,1,2020
"ZE ROBERTO",11,"16950",25,1,2020
"LUIS FERNANDO",11,"07978",25,1,2020
"DR HUMBERTO",11,"08613",20,1,2020
