"city","voto_obrig"
"5105903",8271
"5106000",3684
"5106109",5670
"5106158",7116
"5106174",1317
"5106182",2998
"5106190",1919
"5106208",2357
"5106216",6938
"5106224",20397
"5106232",9482
"5106240",5541
"5106257",11850
"5106265",4101
"5106273",2111
"5106281",3362
"5106299",6322
"5106307",11251
"5106315",1102
"5106372",8986
"5106422",15671
"5106455",1445
"5106505",16724
"5106653",3328
"5106703",976
"5106752",24352
"5106778",6026
"5106802",3100
"5106828",5981
"5106851",1628
"5107008",9536
"5107040",33458
"5107065",7627
"5107107",11537
"5107156",1374
"5107180",4986
"5107198",1261
"5107206",2937
"5107248",2344
"5107263",1688
"5107297",2083
"5107305",9837
"5107354",2783
"5107404",2200
"5107578",1773
"5107602",124220
"5107701",9450
"5107743",1096
"5107750",2168
"5107768",1554
"5107776",3632
"5107792",2093
"5107800",10345
"5107859",5951
"5107875",11391
"5107883",767
"5107909",71039
"5107925",41283
"5107941",5907
"5107958",51501
"5108006",6806
"5108055",6540
"5108105",2013
"5108204",2530
"5108303",2001
"5108352",1744
"5108402",158805
"5108501",5947
"5108600",12004
"5108808",2824
"5108857",1676
"5108907",3666
"5108956",4673
"5200050",4207
"5200100",9332
"5200134",11512
"5200159",1473
"5200175",2792
"5200209",1279
"5200258",90196
"5200308",13731
"5200506",1223
"5200555",2585
"5200605",3777
"5200803",4163
"5200829",1912
"5200852",3219
"5200902",2072
"5201108",214321
"5201207",694
"5201306",12832
"5201405",288588
"5201454",1461
"5201504",2267
"5201603",2206
"5201702",11378
"5201801",5038
"5202155",4203
"5202353",1999
"5202502",4167
"5202601",2213
"5202809",1455
"5203104",2047
"5203203",5059
"5203302",15244
"5203401",4762
"5203500",12641
"5203559",4403
"5203575",1793
"5203609",1972
"5203807",3102
"5203906",5569
"5203939",1543
"5203962",1746
"5204003",4060
"5204102",6629
"5204201",819
"5204250",4906
"5204300",8504
"5204409",9903
"5204508",44760
"5204557",2056
"5204607",1992
"5204656",2122
"5204706",6569
"5204805",3612
"5204854",3427
"5204904",9781
"5204953",2625
"5205000",5501
"5205059",1860
"5205109",57983
"5205208",2806
"5205307",3921
"5205406",13413
"5205455",4640
"5205471",4390
"5205497",33642
"5205513",9904
"5205521",1884
"5205703",1615
"5205802",5792
"5205901",5073
"5206206",26553
"5206305",1818
"5206404",9511
"5206503",2146
"5206602",1852
"5206701",1838
"5206800",1716
"5206909",1238
"5207105",1534
"5207253",4465
"5207352",2259
"5207402",6774
"5207501",1935
"5207535",3915
"5207600",3736
"5207808",7357
"5207907",6282
"5208004",59021
"5208103",2867
"5208152",1892
"5208301",2466
"5208400",6034
"5208509",3334
"5208608",36722
"5208707",891333
"5208806",20487
"5208905",14898
"5209101",20318
"5209150",2695
"5209200",8343
"5209291",1518
"5209408",2176
"5209457",1410
"5209606",2113
"5209705",10843
"5209804",2415
"5209903",5948
"5209937",3088
"5209952",8004
"5210000",30147
"5210109",14956
"5210158",1695
"5210208",19604
"5210307",1815
"5210406",21903
"5210562",2651
"5210604",3213
"5210802",3029
"5210901",10711
"5211008",4406
"5211206",15971
"5211305",3799
"5211404",5379
"5211503",60083
"5211602",1644
"5211701",3714
"5211800",24983
"5211909",55051
"5212006",1670
"5212055",1285
"5212105",4303
"5212204",11411
"5212253",791
"5212303",4591
"5212501",100178
"5212600",1485
"5212709",3346
"5212808",6057
"5212907",1213
"5212956",2496
"5213004",6395
"5213053",1460
"5213087",18119
"5213103",33266
"5213400",1067
"5213509",3598
"5213707",4816
"5213756",6608
"5213772",2171
"5213806",26091
"5213855",1399
"5213905",2984
"5214002",7840
"5214051",3403
"5214101",2109
"5214408",4754
"5214507",15279
"5214606",24663
"5214705",1294
"5214804",1289
"5214838",6395
"5214861",4817
"5214879",1686
"5214903",1745
"5215009",5090
"5215207",2163
"5215231",54464
"5215256",2109
"5215306",9240
"5215405",2459
"5215504",3545
"5215603",14542
"5215652",2219
"5215702",14651
"5215801",1389
"5215900",2264
"5216007",1536
"5216304",5495
"5216403",6464
"5216452",1681
"5216809",6573
"5216908",1728
"5217104",14654
"5217203",6763
"5217302",13652
"5217401",18407
"5217609",45293
"5217708",10103
"5218003",25315
"5218052",1920
"5218102",2220
"5218300",17157
"5218391",1902
"5218508",27055
"5218607",6741
"5218706",2562
"5218789",2132
"5218805",114206
"5218904",11591
"5219001",4561
"5219100",3399
"5219209",1898
"5219258",2833
"5219308",22326
"5219357",2215
"5219407",4205
"5219456",1713
"5219506",1752
"5219605",2242
"5219704",6008
"5219712",2402
"5219738",2898
"5219753",35245
"5219803",5356
"5219902",3434
"5220009",5455
"5220058",1026
"5220108",19097
"5220157",2581
"5220207",13313
"5220264",2263
"5220280",1213
"5220405",10458
"5220454",51224
"5220504",4449
"5220603",11801
"5220686",3288
"5220702",1336
"5221007",2264
"5221080",1498
"5221197",3694
"5221304",1846
"5221403",64403
"5221452",1888
"5221502",2960
"5221551",2323
"5221577",1535
"5221601",22378
"5221700",8340
"5221809",1915
"5221858",83155
"5221908",2142
"5222005",7673
"5222054",4385
"5222203",2456
"5222302",2682
"5300108",1696182
