pip_dk;pip_dscr;nucleo;familia;area_atuacao;ano;mes;vista;novos;denuncias;arquivamentos;baixas;inst_pic;acordo_npp_oferecido;acordo_npp_firmado;med_caut
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;7;370;76;28;13;234;0;0;0;4
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;8;1571;27;32;63;988;0;0;0;2
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;9;721;18;7;166;621;0;0;0;3
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;10;215;61;67;197;90;0;0;0;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;11;57;3;13;57;11;0;0;0;1
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;12;76;20;12;40;2;0;0;0;4
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;1;1373;120;52;17;1161;0;0;0;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;2;659;109;18;154;94;0;0;0;4
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;3;190;58;0;0;0;0;0;0;1
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;4;0;0;0;0;0;0;0;0;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;5;0;27;0;0;0;0;0;0;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;6;19;38;11;6;0;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;1;1113;38;22;70;461;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;2;1995;28;30;248;707;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;3;2539;24;41;516;690;0;0;0;2
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;4;596;133;22;165;278;0;0;0;2
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;5;393;46;23;96;123;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;6;670;101;23;89;428;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;7;542;31;26;98;326;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;8;303;74;5;37;145;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;9;1127;32;16;27;865;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;10;486;16;29;113;127;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;11;638;22;3;7;433;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;12;500;70;4;10;399;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;1;385;41;19;72;225;0;0;0;2
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;2;103;4;30;41;21;1;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;3;1288;56;20;30;1166;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;4;96;12;13;55;13;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;5;515;79;13;35;315;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;6;825;42;31;86;298;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;7;372;39;17;314;185;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;8;468;50;24;112;121;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;9;653;55;18;53;242;0;0;0;3
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;10;482;45;13;212;245;0;0;0;2
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;11;294;6;19;50;119;0;0;0;3
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2017;12;145;36;18;5;35;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;1;568;75;32;101;285;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;2;829;45;47;36;341;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;3;592;27;24;379;100;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;4;830;130;57;135;327;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;5;270;123;20;69;89;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;6;334;40;25;189;181;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;7;531;57;25;36;251;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;8;389;84;22;112;157;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;9;462;55;52;54;193;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;10;371;49;16;139;204;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;11;187;25;21;19;62;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2018;12;266;20;31;70;149;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;1;717;146;11;64;458;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;2;199;39;31;75;78;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;3;160;29;10;16;75;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;4;547;70;18;30;380;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;5;449;62;21;42;290;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;6;253;84;24;15;142;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;7;426;94;26;78;175;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;8;443;88;29;63;157;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;9;408;69;21;86;162;0;0;0;3
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;10;286;64;24;58;112;0;0;0;4
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;11;153;31;6;51;49;0;0;0;2
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2019;12;677;106;29;25;544;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;1;426;85;20;125;198;0;0;0;4
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;2;99;2;17;33;5;0;0;0;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;3;180;57;0;1;75;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;4;0;1;0;0;0;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;5;3;21;0;2;1;0;0;0;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2020;6;18;41;11;4;0;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;1;1365;144;6;99;1199;0;0;0;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;2;543;138;4;50;447;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;3;1803;159;27;190;1520;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;4;2141;156;9;65;1911;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;5;4205;245;6;87;3666;0;0;0;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;6;2807;300;2;498;2427;0;0;0;3
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;7;2548;758;19;412;2252;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;8;2690;171;11;69;2453;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;9;1100;282;27;142;900;0;0;0;7
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;10;3659;367;12;65;3031;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;11;1757;239;15;319;1358;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;12;689;248;10;193;466;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;1;1719;163;10;355;1128;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;2;2313;331;19;125;1652;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;3;2802;143;21;782;1862;0;0;0;5
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;4;2377;167;9;471;1613;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;5;2833;247;31;690;2193;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;6;1607;150;15;524;1261;0;0;0;6
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;7;2679;83;31;659;2286;0;0;0;8
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;8;3731;259;62;537;1357;0;0;0;3
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;9;2503;161;27;1098;1862;0;0;0;6
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;10;2156;218;83;572;1006;0;0;0;9
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;11;1631;319;35;878;941;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2017;12;260;29;32;112;181;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;1;933;111;22;197;472;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;2;1684;71;35;905;782;0;0;0;3
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;3;2210;136;24;1286;948;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;4;2373;171;40;842;1189;0;0;0;6
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;5;1997;122;18;417;1550;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;6;1692;137;44;890;989;0;0;0;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;7;1111;149;47;455;603;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;8;1388;479;28;476;694;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;9;1936;55;42;338;846;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;10;1125;137;22;354;601;0;0;0;3
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;11;849;92;30;228;608;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2018;12;1184;119;10;226;882;0;0;0;2
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;1;1083;139;14;442;596;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;2;1071;161;29;389;556;0;0;0;5
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;3;1803;226;51;518;1024;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;4;1253;40;39;392;658;0;0;0;1
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;5;408;83;35;385;246;0;0;0;7
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;6;1125;227;35;207;766;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;7;1049;118;56;418;529;0;0;0;13
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;8;1161;70;58;351;739;0;0;0;7
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;9;891;80;33;217;581;0;0;0;3
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;10;784;160;39;230;458;0;0;0;7
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;11;549;16;53;354;242;0;0;0;8
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2019;12;1060;154;35;306;633;0;0;0;4
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2020;1;1108;225;36;53;986;0;0;0;5
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2020;2;484;20;11;125;337;0;0;0;8
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2020;3;773;138;25;11;33;0;0;0;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2020;4;0;13;0;0;0;0;0;0;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2020;5;53;41;4;0;40;0;0;0;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2020;6;73;87;9;1;58;0;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;1;1830;132;17;262;921;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;2;565;19;4;209;204;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;3;884;44;11;293;429;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;4;1405;182;23;292;914;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;5;1019;243;9;219;547;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;6;1204;461;49;141;754;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;7;1067;88;29;240;580;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;8;1584;378;9;42;1246;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;9;1067;210;34;294;799;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;10;712;152;43;107;535;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;11;431;100;28;123;166;0;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;12;400;136;22;75;209;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;1;316;141;30;128;75;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;2;738;93;37;134;113;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;3;1520;109;43;317;521;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;4;820;143;40;239;265;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;5;2675;92;42;396;384;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;6;553;108;60;567;127;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;7;411;39;54;602;87;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;8;1625;195;82;424;337;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;9;1530;82;38;257;282;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;10;583;141;36;241;183;1;0;0;3
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;11;539;35;24;141;81;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2017;12;72;7;33;267;8;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;1;1261;184;42;499;356;0;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;2;557;58;57;244;104;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;3;786;72;44;255;165;0;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;4;313;35;20;98;86;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;5;427;74;26;141;126;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;6;422;60;29;135;75;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;7;862;123;74;211;156;0;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;8;818;185;47;145;226;1;0;0;4
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;9;336;36;22;65;55;1;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;10;441;131;61;152;177;1;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;11;202;13;31;47;17;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2018;12;167;32;22;95;22;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;1;846;301;54;135;384;0;0;0;3
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;2;252;46;44;54;68;0;0;0;8
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;3;257;40;35;46;20;0;0;0;4
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;4;249;34;31;68;11;0;0;0;3
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;5;487;70;48;44;163;0;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;6;248;39;25;73;78;1;0;0;1
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;7;59;14;24;26;9;0;0;0;5
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;8;145;9;42;109;17;0;0;0;5
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;9;1091;203;24;132;490;0;0;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;10;275;150;22;77;123;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;11;156;47;19;72;27;0;0;0;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2019;12;25;2;6;48;8;0;0;0;4
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2020;1;76;26;37;57;7;0;0;0;4
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2020;2;125;45;24;53;44;0;2;0;2
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2020;3;97;5;0;3;0;0;0;0;0
