ue,cargo,urnas_apuradas,eleitorado,abstencoes,total_votos,brancos,nulos,nome,numero,votos_validos,eleito
ES,1,"100,00",2922379,606490,2315889,39541,55218,SOFIA MANZANO,21,683,
MT,3,"100,00",2465926,576914,1889012,98676,162124,PASTOR MARCOS RITELA,14,233543,Não eleito
MT,3,"100,00",2465926,576914,1889012,98676,162124,MOISÉS FRANZ,50,12948,Não eleito
MT,3,"100,00",2465926,576914,1889012,98676,162124,MARCIA PINHEIRO,43,267172,Não eleito
MT,3,"100,00",2465926,576914,1889012,98676,162124,MAURO MENDES,44,1114549,Eleito
MT,5,"100,00",2465926,576914,1889012,134009,145755,JOSÉ ROBERTO,500,22491,Não eleito
MT,5,"100,00",2465926,576914,1889012,134009,145755,KÁSSIO COELHO,510,52940,Não eleito
MT,5,"100,00",2465926,576914,1889012,134009,145755,WELLINGTON FAGUNDES,222,825229,Eleito
MT,5,"100,00",2465926,576914,1889012,134009,145755,DR. JORGE YANAI,270,27937,Não eleito
MT,5,"100,00",2465926,576914,1889012,134009,145755,FELICIANO AZUAGA,300,33167,Não eleito
MT,5,"100,00",2465926,576914,1889012,134009,145755,ANTÔNIO GALVAN,144,337003,Não eleito
AP,1,"100,00",550165,107323,442842,3289,7392,CIRO GOMES,12,14670,
AP,1,"100,00",550165,107323,442842,3289,7392,LULA,13,197382,
AP,1,"100,00",550165,107323,442842,3289,7392,PADRE KELMON,14,359,
AP,1,"100,00",550165,107323,442842,3289,7392,SIMONE TEBET,15,27497,
AP,1,"100,00",550165,107323,442842,3289,7392,VERA,16,144,
AP,1,"100,00",550165,107323,442842,3289,7392,LÉO PÉRICLES,80,105,
AP,1,"100,00",550165,107323,442842,3289,7392,JAIR BOLSONARO,22,187621,
AP,1,"100,00",550165,107323,442842,3289,7392,CONSTITUINTE EYMAEL,27,62,
AP,1,"100,00",550165,107323,442842,3289,7392,FELIPE D&apos;AVILA,30,1236,
AP,1,"100,00",550165,107323,442842,3289,7392,SORAYA THRONICKE,44,2955,
AP,1,"100,00",550165,107323,442842,3289,7392,SOFIA MANZANO,21,130,
RO,1,"100,00",1229998,303171,926827,9350,14242,CIRO GOMES,12,19353,
RO,1,"100,00",1229998,303171,926827,9350,14242,LULA,13,261749,
RO,1,"100,00",1229998,303171,926827,9350,14242,PADRE KELMON,14,749,
RO,1,"100,00",1229998,303171,926827,9350,14242,SIMONE TEBET,15,31217,
RO,1,"100,00",1229998,303171,926827,9350,14242,VERA,16,139,
RO,1,"100,00",1229998,303171,926827,9350,14242,LÉO PÉRICLES,80,204,
RO,1,"100,00",1229998,303171,926827,9350,14242,JAIR BOLSONARO,22,581306,
RO,1,"100,00",1229998,303171,926827,9350,14242,CONSTITUINTE EYMAEL,27,111,
RO,1,"100,00",1229998,303171,926827,9350,14242,FELIPE D&apos;AVILA,30,2398,
RO,1,"100,00",1229998,303171,926827,9350,14242,SORAYA THRONICKE,44,5777,
RO,1,"100,00",1229998,303171,926827,9350,14242,SOFIA MANZANO,21,232,
RR,3,"100,00",365395,61076,304319,3029,12357,FÁBIO ALMEIDA,50,3843,Não eleito
RR,3,"100,00",365395,61076,304319,3029,12357,RUDSON LEITE,43,1189,Não eleito
RR,3,"100,00",365395,61076,304319,3029,12357,TERESA SURITA,15,118856,Não eleito
RR,3,"100,00",365395,61076,304319,3029,12357,JURACI ESCURINHO,12,1878,Não eleito
RR,3,"100,00",365395,61076,304319,3029,12357,ANTONIO DENARIUM,11,163167,Eleito
RR,5,"100,00",365395,61076,304319,10203,12782,OZEAS COLARES,190,5393,Não eleito
RR,5,"100,00",365395,61076,304319,10203,12782,MAURICIO COSTA,511,1052,Não eleito
RR,5,"100,00",365395,61076,304319,10203,12782,TELMARIO MOTA,903,19609,Não eleito
RR,5,"100,00",365395,61076,304319,10203,12782,ROMERO JUCÁ,156,91431,Não eleito
RR,5,"100,00",365395,61076,304319,10203,12782,DR ILDERSON,144,5542,Não eleito
RR,5,"100,00",365395,61076,304319,10203,12782,MARANHÃO DO POVÃO,123,2822,Não eleito
RR,5,"100,00",365395,61076,304319,10203,12782,DR. HIRAN,111,118760,Eleito
RR,5,"100,00",365395,61076,304319,10203,12782,BARTÔ MACUXI,500,11171,Não eleito
SE,1,"100,00",1671376,306652,1364724,20224,46068,CIRO GOMES,12,40247,
SE,1,"100,00",1671376,306652,1364724,20224,46068,LULA,13,828716,
SE,1,"100,00",1671376,306652,1364724,20224,46068,PADRE KELMON,14,631,
SE,1,"100,00",1671376,306652,1364724,20224,46068,SIMONE TEBET,15,42073,
SE,1,"100,00",1671376,306652,1364724,20224,46068,VERA,16,589,
SE,1,"100,00",1671376,306652,1364724,20224,46068,LÉO PÉRICLES,80,396,
SE,1,"100,00",1671376,306652,1364724,20224,46068,JAIR BOLSONARO,22,378610,
SE,1,"100,00",1671376,306652,1364724,20224,46068,CONSTITUINTE EYMAEL,27,196,
SE,1,"100,00",1671376,306652,1364724,20224,46068,FELIPE D&apos;AVILA,30,2194,
SE,1,"100,00",1671376,306652,1364724,20224,46068,SORAYA THRONICKE,44,4416,
SE,1,"100,00",1671376,306652,1364724,20224,46068,SOFIA MANZANO,21,364,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,CIRO GOMES,12,96095,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,LULA,13,2603454,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,PADRE KELMON,14,4357,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,SIMONE TEBET,15,78254,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,VERA,16,799,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,LÉO PÉRICLES,80,630,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,JAIR BOLSONARO,22,983861,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,CONSTITUINTE EYMAEL,27,391,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,FELIPE D&apos;AVILA,30,4368,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,SORAYA THRONICKE,44,8709,
MA,1,"100,00",5039287,1118852,3920435,35605,103185,SOFIA MANZANO,21,727,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,CIRO GOMES,12,116057,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,LULA,13,2443730,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,PADRE KELMON,14,2783,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,SIMONE TEBET,15,204075,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,VERA,16,918,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,LÉO PÉRICLES,80,1004,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,JAIR BOLSONARO,22,1884673,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,CONSTITUINTE EYMAEL,27,349,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,FELIPE D&apos;AVILA,30,6130,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,SORAYA THRONICKE,44,19297,
PA,1,"100,00",6079280,1289969,4789311,40902,68473,SOFIA MANZANO,21,920,
RR,1,"100,00",366632,61228,305404,2255,4780,CIRO GOMES,12,6709,
RR,1,"100,00",366632,61228,305404,2255,4780,LULA,13,68760,
RR,1,"100,00",366632,61228,305404,2255,4780,PADRE KELMON,14,190,
RR,1,"100,00",366632,61228,305404,2255,4780,SIMONE TEBET,15,12956,
RR,1,"100,00",366632,61228,305404,2255,4780,VERA,16,75,
RR,1,"100,00",366632,61228,305404,2255,4780,LÉO PÉRICLES,80,59,
RR,1,"100,00",366632,61228,305404,2255,4780,JAIR BOLSONARO,22,207587,
RR,1,"100,00",366632,61228,305404,2255,4780,CONSTITUINTE EYMAEL,27,37,
RR,1,"100,00",366632,61228,305404,2255,4780,FELIPE D&apos;AVILA,30,794,
RR,1,"100,00",366632,61228,305404,2255,4780,SORAYA THRONICKE,44,1138,
RR,1,"100,00",366632,61228,305404,2255,4780,SOFIA MANZANO,21,64,
